country,year,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,electricity_demand,electricity_demand_per_capita,fossil_fuel_consumption,fossil_electricity,fossil_share_energy,renewables_consumption,renewables_electricity,renewables_share_energy,low_carbon_electricity,low_carbon_share_energy,solar_electricity,wind_electricity,hydro_electricity
Finland,1991,5013889.0,126220143051.0,330.758,65968.336,2.62,65.25,13013.851,220.412,20.25,67.427,52.282,18.2,15.994,37.71,32.573,0.0,0.0,13.2
Finland,1992,5042145.0,122116750127.0,329.675,65383.906,2.7,66.09,13107.516,214.544,18.38,65.915,57.44,20.06,17.648,39.32,34.085,0.0,0.0,15.11
Finland,1993,5066594.0,121309307835.0,332.511,65628.07,2.741,68.64,13547.562,217.083,21.69,66.082,56.065,19.44,17.067,39.37,33.918,0.0,0.0,13.48
Finland,1994,5088454.0,126178680040.0,349.031,68592.805,2.766,72.16,14181.125,238.392,27.92,69.035,52.966,18.27,15.338,37.7,30.965,0.0,0.01,11.79
Finland,1995,5107919.0,131586003036.0,332.74,65141.914,2.529,72.41,14176.028,218.866,25.23,66.559,56.586,19.55,17.208,38.77,33.441,0.0,0.01,12.93
Finland,1996,5124715.0,136506127418.0,347.479,67804.508,2.546,72.97,14238.841,238.311,32.07,69.318,51.381,17.76,14.945,37.24,30.682,0.0,0.01,11.86
Finland,1997,5139927.0,145148158927.0,352.381,68557.547,2.428,76.76,14934.064,231.651,28.07,66.489,58.716,20.15,16.853,41.04,33.511,0.0,0.02,12.24
Finland,1998,5153545.0,153138899026.0,364.244,70678.422,2.379,79.42,15410.751,227.866,23.86,63.365,71.041,24.4,19.755,46.25,36.635,0.0,0.02,15.05
Finland,1999,5165516.0,160063696383.0,357.149,69141.047,2.231,80.54,15591.859,227.324,25.26,64.413,61.774,21.19,17.504,44.16,35.587,0.0,0.05,12.78
Finland,2000,5176197.0,169209765102.0,359.11,69377.148,2.122,81.85,15812.768,224.163,24.11,63.226,67.94,23.38,19.163,45.86,36.774,0.0,0.08,14.66
Finland,2001,5187970.0,173703951475.0,366.894,70720.078,2.112,84.41,16270.334,237.285,30.14,65.418,62.526,21.54,17.238,44.31,34.582,0.0,0.07,13.2
Finland,2002,5200548.0,176751491921.0,368.768,70909.469,2.086,86.84,16698.24,245.975,32.79,67.417,57.801,19.83,15.842,42.13,32.583,0.0,0.06,10.78
Finland,2003,5212958.0,180408462125.0,394.928,75758.852,2.189,89.13,17097.777,273.592,42.49,69.923,55.748,19.06,14.248,41.79,30.077,0.0,0.09,9.59
Finland,2004,5228147.0,187633923914.0,393.254,75218.609,2.096,90.71,17350.314,253.283,37.49,65.163,73.847,25.63,18.999,48.35,34.837,0.0,0.12,15.07
Finland,2005,5246078.0,192990732516.0,357.548,68155.234,1.853,87.57,16692.471,223.277,23.83,63.238,67.243,23.46,19.045,46.73,36.762,0.0,0.17,13.78
Finland,2006,5266248.0,200966858669.0,383.512,72824.57,1.908,93.69,17790.654,253.284,36.92,66.744,64.958,22.46,17.117,45.37,33.256,0.0,0.16,11.49
Finland,2007,5288715.0,211541390078.0,382.192,72265.656,1.807,93.73,17722.643,246.213,33.43,65.162,69.34,24.32,18.351,47.74,34.838,0.0,0.19,14.18
Finland,2008,5313379.0,213226105706.0,368.496,69352.391,1.728,90.12,16960.959,223.688,26.62,61.54,79.221,27.77,21.795,50.73,38.46,0.0,0.26,17.11
Finland,2009,5338854.0,195739132370.0,341.288,63925.277,1.744,84.15,15761.81,212.701,26.83,63.074,62.774,21.7,18.615,45.23,36.926,0.0,0.28,12.69
Finland,2010,5363347.0,201746033638.0,371.291,69227.406,1.84,91.14,16993.119,237.393,33.66,64.696,70.167,24.18,19.122,46.98,35.304,0.0,0.29,12.92
Finland,2011,5388236.0,207084301562.0,349.923,64942.016,1.69,87.35,16211.242,214.826,26.13,62.145,70.789,24.18,20.478,47.37,37.855,0.01,0.48,12.45
Finland,2012,5413978.0,204190196792.0,340.459,62885.137,1.667,87.85,16226.516,194.504,18.86,57.955,81.862,28.56,24.392,51.55,42.045,0.01,0.49,16.86
Finland,2013,5439057.0,202349011206.0,341.801,62841.867,1.689,86.97,15989.904,202.25,22.02,59.954,74.721,25.63,22.15,49.24,40.046,0.01,0.77,12.84
Finland,2014,5461686.0,201610622550.0,329.823,60388.477,1.636,86.07,15758.87,186.628,18.24,57.363,78.717,26.28,24.195,49.86,42.637,0.01,1.11,13.4
Finland,2015,5479719.0,202706706722.0,328.893,60020.109,1.623,84.95,15502.619,175.874,14.83,54.312,89.101,30.53,27.515,53.78,45.688,0.01,2.33,16.77
Finland,2016,5495468.0,208405735062.0,334.083,60792.52,1.603,87.7,15958.604,185.297,15.14,56.339,85.3,30.41,25.935,53.61,43.661,0.02,3.07,15.8
Finland,2017,5508398.0,215058877437.0,327.216,59403.098,1.522,87.95,15966.529,175.713,13.57,54.561,90.141,31.47,27.99,53.95,45.439,0.05,4.79,14.77
Finland,2018,5515730.0,217509947213.0,333.841,60525.258,1.535,90.17,16347.79,180.042,15.3,54.764,92.022,32.14,27.99,54.93,45.236,0.09,5.84,13.3
Finland,2019,5521754.0,220173891564.0,326.992,59218.777,1.485,88.65,16054.682,170.721,12.86,53.049,92.01,31.88,28.591,55.75,46.951,0.15,6.02,12.42
Finland,2020,5529616.0,214988893865.0,313.95,56776.078,1.46,84.34,15252.415,150.225,10.02,48.75,100.422,35.93,32.588,59.22,51.25,0.22,8.26,15.88
Finland,2021,5541069.0,221538476826.0,320.577,57854.73,1.447,89.88,16220.696,146.355,10.33,46.498,110.278,38.18,35.036,61.78,53.502,0.3,8.51,15.79
Finland,2022,5569300.0,226154847456.0,320.232,57499.422,1.416,84.69,15206.579,142.401,8.17,45.3,109.698,38.66,34.897,64.0,54.7,0.39,12.02,13.49
Finland,2023,5601185.0,226154847456.0,334.142,59655.676,1.416,82.86,14793.298,125.729,4.91,38.493,117.22,41.92,35.888,76.23,61.507,0.72,14.66,15.2
Finland,2024,5617311.0,226154847456.0,334.594,59564.754,1.416,85.35,15194.103,120.26,3.84,36.773,127.199,45.73,38.894,78.33,63.227,0.94,20.1,14.3
France,1990,56990239.0,1636207672000.0,2649.823,46496.09,1.619,370.6,6502.868,1593.225,47.34,60.78,155.607,54.62,5.936,368.7,39.22,0.0,0.0,52.71
France,1991,57271564.0,1654070164992.0,2834.176,49486.617,1.713,397.45,6939.744,1716.954,60.57,61.234,166.576,58.43,5.941,389.77,38.766,0.0,0.0,56.32
France,1992,57554867.0,1681416991070.0,2857.941,49655.938,1.7,404.74,7032.246,1686.806,50.47,59.705,198.291,69.62,7.019,408.07,40.295,0.0,0.0,67.48
France,1993,57801261.0,1671995828699.0,2853.888,49374.152,1.707,406.64,7035.141,1610.58,34.61,57.11,186.806,65.27,6.624,433.46,42.89,0.0,0.0,63.3
France,1994,57999868.0,1712086429935.0,2824.76,48702.859,1.65,409.67,7063.292,1562.317,33.67,56.017,226.725,79.19,8.129,439.17,43.983,0.0,0.0,77.03
France,1995,58192207.0,1748659531786.0,2904.198,49906.992,1.661,419.57,7210.072,1608.394,38.52,56.073,212.143,73.66,7.396,450.89,43.927,0.0,0.0,71.33
France,1996,58380638.0,1773843233893.0,3012.348,51598.414,1.698,438.98,7519.274,1679.229,43.35,56.414,193.661,67.1,6.506,464.44,43.586,0.0,0.01,64.67
France,1997,58568662.0,1816394950229.0,2965.679,50635.941,1.633,433.91,7408.569,1642.952,39.04,56.065,188.929,64.79,6.447,460.27,43.935,0.0,0.01,62.11
France,1998,58778817.0,1882050330390.0,3037.222,51672.051,1.614,448.37,7628.088,1741.222,54.5,57.988,183.762,63.44,6.12,451.43,42.012,0.0,0.02,60.77
France,1999,59084209.0,1949849405155.0,3078.016,52095.41,1.579,456.4,7724.568,1732.637,51.59,56.971,213.511,73.71,7.02,467.95,43.029,0.0,0.04,70.82
France,2000,59483716.0,2031676031476.0,3117.909,52416.18,1.535,463.08,7784.987,1730.306,49.57,56.16,197.471,67.83,6.409,482.99,43.84,0.01,0.05,64.78
France,2001,59905131.0,2077786711965.0,3143.046,52467.066,1.513,474.21,7916.016,1723.066,45.43,55.477,219.658,76.09,7.072,497.17,44.523,0.01,0.13,72.62
France,2002,60327247.0,2107316572579.0,3118.919,51700.012,1.48,474.21,7860.627,1703.344,51.79,55.284,181.15,62.69,5.879,499.45,44.716,0.01,0.27,58.88
France,2003,60741119.0,2130940712046.0,3153.042,51909.512,1.48,492.72,8111.803,1738.047,56.59,55.765,176.867,61.47,5.675,502.54,44.235,0.01,0.39,57.35
France,2004,61175244.0,2196883540402.0,3180.13,51983.934,1.448,504.39,8245.002,1751.327,55.64,55.689,178.738,62.42,5.684,510.66,44.311,0.01,0.59,58.04
France,2005,61625031.0,2238790479440.0,3154.079,51181.785,1.409,508.81,8256.548,1744.267,62.63,55.947,159.685,54.98,5.122,506.51,44.053,0.01,0.96,50.14
France,2006,62049831.0,2297018080700.0,3128.931,50426.094,1.362,503.96,8121.859,1713.03,56.2,55.382,176.385,60.91,5.702,511.1,44.618,0.01,2.18,54.88
France,2007,62432438.0,2354672057875.0,3075.79,49265.891,1.306,505.03,8089.225,1678.673,57.81,55.193,193.314,64.3,6.356,504.03,44.807,0.02,4.07,55.99
France,2008,62780187.0,2362451821701.0,3084.845,49137.234,1.306,518.99,8266.78,1664.647,55.2,54.63,223.019,72.33,7.319,511.78,45.37,0.04,5.69,62.16
France,2009,63106460.0,2295352990111.0,2908.91,46095.289,1.267,502.94,7969.707,1586.613,50.98,55.186,213.012,68.15,7.409,477.89,44.814,0.17,7.91,55.49
France,2010,63417366.0,2342490492199.0,3001.231,47325.062,1.281,531.65,8383.351,1613.471,57.16,54.455,233.531,76.68,7.882,505.2,45.545,0.62,9.94,61.2
France,2011,63733776.0,2393401943613.0,2897.71,45465.84,1.211,511.24,8021.492,1517.902,59.24,53.03,198.359,66.02,6.93,508.41,46.97,2.33,12.37,45.74
France,2012,64058465.0,2400896391731.0,2894.858,45190.879,1.206,523.06,8165.354,1513.171,56.92,52.932,249.119,85.25,8.714,510.66,47.068,4.43,15.18,59.83
France,2013,64387736.0,2414733629218.0,2925.053,45428.73,1.211,528.29,8204.823,1516.781,53.64,52.58,284.361,99.43,9.857,523.11,47.42,5.19,16.14,71.92
France,2014,64692495.0,2437822780219.0,2797.782,43247.398,1.148,499.12,7715.269,1375.717,35.8,49.861,272.726,94.03,9.885,530.51,50.139,6.39,17.32,63.77
France,2015,64916337.0,2464953810985.0,2823.427,43493.316,1.145,510.08,7857.498,1412.453,44.87,50.689,266.623,91.84,9.568,529.27,49.311,7.75,21.42,55.56
France,2016,65086853.0,2491956183265.0,2766.597,42506.238,1.11,517.34,7948.457,1432.812,56.64,52.511,282.738,99.0,10.362,502.2,47.489,8.66,21.38,60.84
France,2017,65284775.0,2549057506683.0,2756.229,42218.559,1.081,515.61,7897.859,1458.23,65.47,53.594,266.731,91.91,9.803,490.27,46.406,8.87,24.61,50.0
France,2018,65519537.0,2596599107835.0,2790.429,42589.262,1.075,513.27,7833.847,1408.24,49.45,51.165,316.88,113.85,11.513,526.79,48.835,11.15,28.6,65.11
France,2019,65729460.0,2644453795826.0,2731.347,41554.387,1.033,507.85,7726.368,1388.441,53.61,51.566,316.482,112.9,11.754,511.91,48.434,12.02,34.72,56.91
France,2020,65905273.0,2438594133224.0,2444.265,37087.555,1.002,482.21,7316.713,1197.515,48.39,49.74,336.373,125.03,13.972,478.86,50.26,13.09,40.05,62.52
France,2021,66083547.0,2604822841790.0,2597.561,39307.219,0.997,505.42,7648.197,1296.505,48.85,50.611,330.825,122.1,12.914,501.46,49.389,15.28,37.12,59.54
France,2022,66277412.0,2671568767031.0,2306.192,34796.047,0.863,483.19,7290.417,1240.297,60.35,54.471,312.538,113.17,13.726,407.9,45.529,19.34,38.0,45.56
France,2023,66438828.0,2671568767031.0,2406.514,36221.496,0.863,466.39,7019.841,1166.846,41.06,49.289,375.619,137.6,15.867,475.8,50.711,22.59,48.05,55.9
France,2024,66548532.0,2671568767031.0,2519.901,37865.609,0.863,470.13,7064.468,1144.724,28.66,46.136,408.538,151.0,16.465,531.45,53.864,24.87,43.0,71.12
Germany,1990,79707963.0,2015547498359.0,4192.642,52600.035,2.08,543.19,6814.752,3703.867,370.69,88.603,52.837,19.1,1.264,171.57,11.397,0.0,0.07,17.43
Germany,1991,80303190.0,2141316417831.0,4090.643,50939.98,1.91,535.45,6667.855,3620.403,371.81,88.76,49.03,16.98,1.202,164.21,11.24,0.0,0.22,14.89
Germany,1992,80934901.0,2204952392823.0,4009.338,49537.809,1.818,528.45,6529.322,3497.78,355.24,87.524,57.466,19.73,1.438,178.53,12.476,0.0,0.29,17.4
Germany,1993,81486771.0,2206290854718.0,3991.527,48983.738,1.809,521.59,6400.917,3492.76,346.92,87.786,59.59,20.52,1.498,173.8,12.214,0.0,0.67,17.88
Germany,1994,81773613.0,2283952742009.0,3954.172,48355.109,1.731,523.39,6400.476,3456.352,346.92,87.697,64.877,23.43,1.646,174.13,12.303,0.0,1.43,19.93
Germany,1995,82019890.0,2347761113534.0,3974.795,48461.355,1.693,535.54,6529.392,3462.443,351.71,87.406,70.821,25.92,1.788,179.01,12.594,0.0,1.71,21.78
Germany,1996,82263195.0,2391519573153.0,4105.846,49911.09,1.717,542.96,6600.279,3578.19,361.66,87.437,65.195,26.55,1.593,186.57,12.563,0.01,2.08,21.96
Germany,1997,82389631.0,2461046373781.0,4053.187,49195.352,1.647,544.02,6603.016,3496.779,352.99,86.577,69.016,23.05,1.709,193.38,13.423,0.01,3.03,17.36
Germany,1998,82011933.0,2535903706522.0,4019.632,49012.766,1.585,548.62,6689.514,3481.88,362.74,86.926,74.814,24.88,1.868,186.52,13.074,0.01,4.59,17.22
Germany,1999,81678279.0,2613176576967.0,3963.56,48526.492,1.517,550.31,6737.532,3392.88,350.56,85.928,83.393,28.71,2.112,198.71,14.072,0.02,5.53,19.65
Germany,2000,81797255.0,2718560455818.0,3988.179,48756.883,1.467,572.01,6993.022,3391.776,363.93,85.4,108.75,35.41,2.738,205.02,14.6,0.0,9.35,21.73
Germany,2001,81933882.0,2793373055251.0,4062.799,49586.312,1.454,582.6,7110.611,3460.381,369.76,85.509,113.217,37.88,2.798,209.18,14.491,0.1,10.46,22.73
Germany,2002,82068328.0,2822441773260.0,4011.723,48882.719,1.421,593.76,7234.947,3408.057,374.43,85.327,134.419,44.49,3.365,209.33,14.673,0.2,15.86,23.12
Germany,2003,82111619.0,2831676106520.0,4010.471,48841.699,1.416,598.76,7292.025,3405.057,390.3,85.262,138.846,46.67,3.477,211.73,14.738,0.31,19.09,18.32
Germany,2004,82092706.0,2894624877966.0,4009.893,48845.914,1.385,606.98,7393.836,3366.811,384.56,84.342,172.275,57.97,4.316,225.04,15.658,0.56,26.02,20.75
Germany,2005,82046733.0,2945460930734.0,3962.635,48297.293,1.345,608.77,7419.796,3308.255,386.86,83.893,196.868,63.43,4.992,226.48,16.107,1.31,27.77,19.64
Germany,2006,81701971.0,3086359147617.0,4062.387,49722.023,1.316,613.22,7505.571,3360.617,390.37,83.134,234.34,72.56,5.797,239.83,16.866,2.27,31.32,20.03
Germany,2007,81298546.0,3220275669650.0,3893.423,47890.441,1.209,614.54,7559.053,3214.107,401.13,82.981,285.449,89.44,7.37,229.97,17.019,3.14,40.51,21.17
Germany,2008,81110780.0,3289020399474.0,3934.666,48509.781,1.196,612.19,7547.579,3225.884,389.43,82.445,294.348,94.37,7.523,242.86,17.555,4.51,41.38,20.44
Germany,2009,80935276.0,3136502162046.0,3692.178,45618.898,1.177,575.69,7112.968,3018.432,356.95,82.208,299.128,96.08,8.147,231.01,17.792,6.72,39.42,19.03
Germany,2010,80830916.0,3301123203586.0,3847.151,47595.047,1.165,609.26,7537.462,3134.529,378.24,81.963,323.744,105.41,8.465,245.97,18.037,11.96,38.55,20.95
Germany,2011,80857877.0,3467712967640.0,3710.585,45890.207,1.07,601.23,7435.639,3032.669,372.6,82.246,374.923,124.43,10.168,232.4,17.754,19.99,49.86,17.67
Germany,2012,80916391.0,3482225441398.0,3761.916,46491.398,1.08,599.27,7406.04,3052.564,376.95,81.681,428.276,143.4,11.46,242.86,18.319,26.74,51.68,21.75
Germany,2013,81041581.0,3497463140441.0,3868.517,47734.965,1.106,597.5,7372.758,3147.404,380.45,81.92,445.798,151.95,11.603,249.24,18.08,30.62,52.74,23.0
Germany,2014,81376078.0,3574741315261.0,3710.465,45596.504,1.038,584.87,7187.247,2963.163,359.69,80.45,472.924,161.93,12.84,259.06,19.55,35.45,58.5,19.59
Germany,2015,82077546.0,3628073946157.0,3780.86,46064.484,1.042,590.89,7199.167,2981.134,359.24,79.486,537.013,188.14,14.318,279.93,20.514,38.08,80.62,18.98
Germany,2016,82760102.0,3708979940863.0,3841.451,46416.703,1.036,591.0,7141.122,3060.661,367.76,80.318,537.348,189.13,14.101,273.76,19.682,37.56,79.92,20.55
Germany,2017,83104010.0,3808389445530.0,3949.556,47525.457,1.037,592.0,7123.604,3122.243,352.46,79.739,602.521,215.68,15.388,292.0,20.261,38.76,105.69,20.15
Germany,2018,83368507.0,3845758522294.0,3845.414,46125.492,1.0,583.54,6999.525,3002.167,333.35,78.776,619.775,222.93,16.263,298.93,21.224,44.32,109.95,17.69
Germany,2019,83559184.0,3886392581475.0,3753.704,44922.695,0.966,567.42,6790.636,2868.076,283.85,77.188,661.812,241.17,17.811,316.24,22.812,45.22,125.89,19.73
Germany,2020,83628711.0,3742721113842.0,3498.915,41838.684,0.935,547.72,6549.425,2609.179,250.88,75.39,692.78,251.49,20.017,315.87,24.61,49.5,132.11,18.72
Germany,2021,83697080.0,3841041747482.0,3598.492,42994.242,0.937,560.25,6693.782,2749.067,277.2,77.14,644.416,232.5,18.082,301.63,22.86,49.34,114.16,19.66
Germany,2022,84086227.0,3909612753939.0,3455.45,41094.125,0.884,539.62,6417.46,2639.55,280.63,77.177,695.28,251.54,20.329,286.25,22.823,60.3,124.81,17.62
Germany,2023,84548233.0,3909612753939.0,3178.886,37598.492,0.884,512.91,6066.478,2380.906,222.4,75.836,741.021,274.07,23.603,281.29,24.164,63.87,137.51,21.24
Germany,2024,84552234.0,3909612753939.0,3195.441,37792.512,0.884,519.23,6140.938,2400.492,205.13,76.032,756.721,287.83,23.968,287.83,23.968,74.13,138.57,23.83
Greece,1990,10258494.0,161708974933.0,287.312,28007.275,1.777,34.91,3403.034,282.076,32.43,98.286,4.919,1.77,1.714,1.77,1.714,0.0,0.0,1.77
Greece,1991,10306645.0,167630714744.0,291.482,28281.008,1.739,35.83,3476.398,282.313,32.09,97.039,8.614,3.1,2.961,3.1,2.961,0.0,0.0,3.1
Greece,1992,10359895.0,170259945599.0,296.618,28631.41,1.742,37.37,3607.179,290.077,34.55,97.926,6.145,2.21,2.074,2.21,2.074,0.0,0.01,2.2
Greece,1993,10412752.0,168977989489.0,300.531,28861.805,1.779,38.54,3701.231,293.641,35.4,97.843,6.473,2.33,2.157,2.33,2.157,0.0,0.05,2.28
Greece,1994,10466266.0,173829055414.0,305.643,29202.715,1.758,40.4,3860.021,297.846,37.38,97.6,7.325,2.64,2.4,2.64,2.4,0.0,0.04,2.6
Greece,1995,10519233.0,178710456938.0,316.794,30115.697,1.773,41.74,3967.97,306.255,37.38,96.869,9.9,3.56,3.131,3.56,3.131,0.0,0.03,3.53
Greece,1996,10570083.0,185480705042.0,324.801,30728.293,1.751,43.52,4117.281,311.831,37.78,96.24,12.183,4.39,3.76,4.39,3.76,0.0,0.04,4.35
Greece,1997,10622327.0,195536972604.0,334.044,31447.324,1.708,45.1,4245.774,322.458,38.89,96.735,10.883,3.92,3.265,3.92,3.265,0.0,0.04,3.88
Greece,1998,10675411.0,204984690770.0,354.773,33232.719,1.731,47.31,4431.68,343.575,41.91,97.029,10.519,3.79,2.971,3.79,2.971,0.0,0.07,3.72
Greece,1999,10727953.0,213181329734.0,354.705,33063.609,1.664,49.05,4572.167,340.644,44.14,96.267,13.209,4.75,3.733,4.75,3.733,0.0,0.16,4.59
Greece,2000,10782638.0,223530895992.0,373.052,34597.48,1.669,52.93,4908.817,360.798,48.8,96.908,11.511,4.14,3.092,4.14,3.092,0.0,0.45,3.69
Greece,2001,10843166.0,234861781413.0,376.025,34678.547,1.601,55.04,5076.008,367.392,49.6,97.836,8.128,2.94,2.164,2.94,2.164,0.0,0.76,2.1
Greece,2002,10890287.0,246267119689.0,376.371,34560.207,1.528,56.26,5166.071,365.895,49.78,97.379,9.849,3.58,2.621,3.58,2.621,0.0,0.65,2.8
Greece,2003,10918467.0,262880256421.0,398.316,36480.949,1.515,59.37,5437.577,381.198,51.39,95.948,16.097,5.89,4.052,5.89,4.052,0.0,1.02,4.77
Greece,2004,10947369.0,278667908011.0,398.232,36376.992,1.429,61.04,5575.769,381.141,52.31,95.95,16.089,5.91,4.05,5.91,4.05,0.0,1.12,4.67
Greece,2005,10981340.0,282859759866.0,399.606,36389.562,1.413,62.51,5692.383,381.222,52.32,95.665,17.275,6.41,4.335,6.41,4.335,0.0,1.27,5.02
Greece,2006,11016107.0,301538680337.0,411.306,37336.773,1.364,63.61,5774.272,388.89,51.74,94.851,21.11,7.67,5.149,7.67,5.149,0.0,1.7,5.86
Greece,2007,11045737.0,314210147911.0,419.35,37964.91,1.335,66.76,6043.961,405.325,57.81,96.829,13.272,4.59,3.171,4.59,3.171,0.0,1.82,2.59
Greece,2008,11076874.0,315974328109.0,411.585,37157.152,1.303,67.79,6119.958,394.571,56.43,96.092,16.048,5.75,3.908,5.75,3.908,0.01,2.24,3.31
Greece,2009,11108067.0,305101334774.0,396.398,35685.582,1.299,64.71,5825.496,372.63,52.18,94.325,22.418,8.16,5.675,8.16,5.675,0.05,2.54,5.35
Greece,2010,11124666.0,290984350750.0,378.437,34017.863,1.301,62.32,5601.966,347.664,46.08,92.304,28.987,10.53,7.696,10.53,7.696,0.16,2.71,7.47
Greece,2011,11108838.0,266793942822.0,371.285,33422.445,1.392,61.68,5552.336,347.527,50.3,93.942,22.41,8.15,6.058,8.15,6.058,0.61,3.32,4.01
Greece,2012,11048291.0,247887031358.0,349.302,31615.93,1.409,61.69,5583.669,319.955,49.78,92.033,27.698,10.13,7.967,10.13,7.967,1.69,3.85,4.39
Greece,2013,10967534.0,241650188710.0,328.303,29934.105,1.359,58.26,5312.042,287.475,42.01,88.205,38.441,14.36,11.795,14.36,11.795,3.65,4.14,6.35
Greece,2014,10893169.0,242799798246.0,307.91,28266.357,1.268,58.44,5364.83,273.054,37.44,89.255,32.873,12.18,10.745,12.18,10.745,3.79,3.69,4.48
Greece,2015,10820902.0,242323725826.0,311.723,28807.496,1.286,60.66,5605.817,269.766,36.2,87.204,39.583,14.85,12.796,14.85,12.796,3.9,4.62,6.1
Greece,2016,10775506.0,241143085639.0,306.993,28489.859,1.273,62.64,5813.184,265.051,38.95,87.025,39.518,14.89,12.975,14.89,12.975,3.93,5.15,5.54
Greece,2017,10753532.0,243776808141.0,322.197,29962.0,1.322,61.04,5676.274,283.363,41.0,88.551,36.637,13.8,11.449,13.8,11.449,3.99,5.54,3.96
Greece,2018,10730846.0,247844015413.0,324.066,30199.467,1.308,58.89,5487.917,279.214,36.47,86.836,42.326,16.14,13.164,16.14,13.164,3.79,6.3,5.74
Greece,2019,10718581.0,252514250712.0,316.887,29564.295,1.255,57.89,5400.901,271.977,31.85,86.524,42.361,16.1,13.476,16.1,13.476,4.43,7.27,4.0
Greece,2020,10699370.0,229777821500.0,276.956,25885.273,1.205,56.37,5268.534,228.208,29.96,83.215,46.031,17.55,16.785,17.55,16.785,4.45,9.31,3.34
Greece,2021,10579561.0,249158215293.0,302.536,28596.289,1.214,57.92,5474.707,241.738,32.11,80.8,57.441,22.13,19.2,22.13,19.2,5.25,10.48,5.9
Greece,2022,10412481.0,263892672733.0,314.334,30188.217,1.191,55.12,5293.647,252.595,29.22,81.217,58.416,22.45,18.783,22.45,18.783,7.14,10.88,3.86
Greece,2023,10242910.0,263892672733.0,305.897,29864.279,1.191,53.74,5246.556,239.392,24.55,79.246,62.696,24.28,20.754,24.28,20.754,8.89,10.92,3.82
Greece,2024,10047813.0,263892672733.0,321.187,31965.838,1.191,56.67,5640.033,250.538,28.98,78.945,66.819,28.0,21.055,28.0,21.055,11.26,12.45,3.58
Hungary,1990,10381280.0,106788855164.0,323.255,31138.303,3.027,39.59,3813.595,283.713,14.51,88.0,0.548,0.2,0.17,13.93,12.0,0.0,0.0,0.18
Hungary,1991,10378174.0,95825225553.0,301.901,29090.016,3.151,37.31,3595.045,262.303,16.02,87.131,0.614,0.21,0.204,13.94,12.869,0.0,0.0,0.19
Hungary,1992,10371477.0,94567780137.0,289.652,27927.746,3.063,35.15,3389.103,249.415,17.51,86.367,0.583,0.21,0.202,14.17,13.633,0.0,0.0,0.16
Hungary,1993,10356869.0,95740692963.0,278.841,26923.32,2.912,35.38,3416.09,239.08,18.9,86.005,0.583,0.21,0.21,14.01,13.995,0.0,0.0,0.17
Hungary,1994,10339936.0,100339331340.0,283.585,27426.154,2.826,35.55,3438.126,243.101,19.26,85.988,0.588,0.21,0.208,14.26,14.012,0.0,0.0,0.16
Hungary,1995,10322792.0,104751822959.0,286.801,27783.232,2.738,36.43,3529.084,246.341,19.77,86.154,0.628,0.22,0.22,14.25,13.846,0.0,0.0,0.16
Hungary,1996,10302238.0,106886865711.0,292.249,28367.492,2.734,37.29,3619.602,251.241,20.65,86.23,0.731,0.26,0.251,14.44,13.77,0.0,0.0,0.21
Hungary,1997,10278600.0,112676520011.0,285.197,27746.697,2.531,37.55,3653.221,244.755,21.16,86.084,0.766,0.27,0.269,14.24,13.916,0.0,0.0,0.22
Hungary,1998,10251717.0,119818720518.0,289.477,28236.934,2.416,37.94,3700.843,249.247,23.03,86.36,0.618,0.22,0.214,14.17,13.64,0.0,0.0,0.16
Hungary,1999,10219797.0,126176462095.0,289.338,28311.498,2.293,38.89,3805.359,248.597,23.49,86.181,0.706,0.24,0.245,14.34,13.819,0.0,0.0,0.18
Hungary,2000,10190598.0,134151505450.0,280.802,27555.037,2.093,38.63,3790.749,239.833,20.77,85.679,0.698,0.24,0.249,14.42,14.321,0.0,0.0,0.18
Hungary,2001,10166693.0,142043461403.0,287.644,28292.807,2.025,39.59,3894.088,247.049,22.03,86.138,0.735,0.26,0.256,14.39,13.862,0.0,0.0,0.19
Hungary,2002,10138461.0,151456660939.0,280.912,27707.572,1.855,40.41,3985.812,241.128,21.97,86.111,0.665,0.23,0.238,14.18,13.889,0.0,0.0,0.19
Hungary,2003,10108970.0,160456137012.0,284.387,28132.156,1.772,41.07,4062.729,252.717,22.79,89.077,0.98,0.33,0.345,11.34,10.923,0.0,0.0,0.17
Hungary,2004,10085788.0,171925388770.0,288.927,28646.92,1.681,41.18,4082.973,253.057,20.86,87.811,2.837,0.94,0.985,12.85,12.189,0.0,0.01,0.2
Hungary,2005,10065703.0,183107031890.0,308.077,30606.633,1.682,41.98,4170.598,264.136,20.05,86.008,5.781,1.87,1.882,15.7,13.992,0.0,0.01,0.2
Hungary,2006,10049946.0,194033322767.0,302.061,30055.938,1.557,43.06,4284.6,260.493,20.9,86.493,4.689,1.49,1.557,14.95,13.507,0.0,0.04,0.19
Hungary,2007,10034084.0,198872162765.0,298.086,29707.297,1.499,43.95,4380.071,252.034,23.4,84.821,6.069,1.88,2.042,16.56,15.179,0.0,0.11,0.21
Hungary,2008,10016653.0,204720371926.0,293.896,29340.787,1.436,43.92,4384.698,244.675,22.85,83.554,9.062,2.35,3.095,17.17,16.446,0.0,0.2,0.21
Hungary,2009,10001381.0,195180908684.0,272.688,27265.072,1.397,41.42,4141.428,220.379,17.59,81.145,10.718,2.89,3.947,18.32,18.855,0.0,0.33,0.23
