country,year,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,electricity_demand,electricity_demand_per_capita,fossil_fuel_consumption,fossil_electricity,fossil_share_energy,renewables_consumption,renewables_electricity,renewables_share_energy,low_carbon_electricity,low_carbon_share_energy,solar_electricity,wind_electricity,hydro_electricity
Lithuania,1995,3627038.0,29216540607.0,99.369,27396.791,3.401,10.84,2988.665,64.721,1.33,65.643,1.036,0.37,1.051,12.19,34.357,0.0,0.0,0.37
Lithuania,1996,3599721.0,30721763295.0,108.301,30085.943,3.525,11.08,3078.016,67.776,1.97,63.101,0.906,0.33,0.843,14.27,36.899,0.0,0.0,0.33
Lithuania,1997,3573418.0,33267370320.0,100.435,28106.1,3.019,10.87,3041.906,65.444,2.07,65.665,0.819,0.3,0.822,12.32,34.335,0.0,0.0,0.3
Lithuania,1998,3547768.0,35744382405.0,107.84,30396.541,3.017,11.07,3120.271,68.147,3.18,63.715,1.158,0.42,1.083,13.97,36.285,0.0,0.0,0.42
Lithuania,1999,3522905.0,35335381903.0,88.175,25028.938,2.495,10.4,2952.109,58.967,2.81,67.382,1.15,0.41,1.314,10.27,32.618,0.0,0.0,0.41
Lithuania,2000,3500410.0,36684799266.0,78.499,22425.547,2.14,9.79,2796.815,53.606,2.37,68.783,0.942,0.34,1.209,8.76,31.217,0.0,0.0,0.34
Lithuania,2001,3473008.0,39077069410.0,90.348,26014.41,2.312,10.4,2994.522,57.355,2.67,63.979,0.905,0.33,1.01,11.69,36.021,0.0,0.0,0.33
Lithuania,2002,3444051.0,41716677051.0,97.976,28448.023,2.349,10.8,3135.842,57.322,2.8,59.066,0.98,0.35,1.01,14.49,40.934,0.0,0.0,0.35
Lithuania,2003,3415276.0,46106059871.0,102.23,29933.268,2.217,11.29,3305.736,58.174,3.01,57.443,0.908,0.33,0.896,15.81,42.557,0.0,0.0,0.32
Lithuania,2004,3376703.0,49123583277.0,103.367,30611.701,2.104,11.56,3423.458,60.363,3.22,58.913,1.172,0.43,1.144,15.53,41.087,0.0,0.0,0.42
Lithuania,2005,3322264.0,52913078254.0,94.338,28395.758,1.783,11.45,3446.445,64.577,3.62,68.961,1.277,0.46,1.363,10.8,31.039,0.0,0.0,0.45
Lithuania,2006,3269809.0,56827410871.0,89.705,27434.281,1.579,11.64,3559.841,64.611,2.99,72.48,1.401,0.43,1.571,9.08,27.52,0.0,0.01,0.4
Lithuania,2007,3231378.0,63122228308.0,99.092,30665.432,1.57,12.09,3741.438,70.133,3.05,71.222,2.187,0.58,2.221,10.41,28.778,0.0,0.11,0.42
Lithuania,2008,3198482.0,64776249050.0,97.826,30585.244,1.51,12.37,3867.459,68.717,2.84,70.728,2.335,0.6,2.403,10.49,29.272,0.0,0.13,0.4
Lithuania,2009,3163255.0,55174536683.0,90.027,28460.291,1.632,11.71,3701.883,58.394,3.11,65.374,2.445,0.68,2.737,11.53,34.626,0.0,0.16,0.42
Lithuania,2010,3097721.0,56073777524.0,66.198,21369.939,1.181,10.99,3547.769,63.088,4.09,95.506,2.969,0.91,4.494,0.91,4.494,0.0,0.22,0.54
Lithuania,2011,3028642.0,59460372771.0,68.697,22682.41,1.155,10.99,3628.689,65.038,3.14,94.911,3.487,1.11,5.089,1.11,5.089,0.0,0.47,0.48
Lithuania,2012,2988334.0,61745948022.0,68.632,22966.498,1.112,11.12,3721.137,64.587,3.32,94.346,3.871,1.18,5.654,1.18,5.654,0.0,0.54,0.42
Lithuania,2013,2958359.0,63937849304.0,63.416,21436.043,0.992,11.14,3765.601,58.42,2.66,92.444,4.775,1.53,7.556,1.53,7.556,0.05,0.6,0.52
Lithuania,2014,2933171.0,66199372603.0,61.205,20866.352,0.925,11.31,3855.895,56.185,2.18,92.115,4.81,1.51,7.885,1.51,7.885,0.07,0.64,0.4
Lithuania,2015,2905771.0,67539660018.0,64.112,22063.779,0.949,11.44,3936.993,58.576,2.55,91.692,5.307,1.68,8.308,1.68,8.308,0.07,0.81,0.35
Lithuania,2016,2869109.0,69240911932.0,65.726,22908.295,0.949,11.9,4147.629,59.23,1.53,90.532,6.195,2.1,9.468,2.1,9.468,0.07,1.14,0.45
Lithuania,2017,2829317.0,72206131673.0,69.15,24440.611,0.958,12.24,4326.132,61.296,1.03,89.108,7.492,2.53,10.892,2.53,10.892,0.07,1.36,0.6
Lithuania,2018,2802485.0,75089601435.0,70.969,25323.756,0.945,12.55,4478.168,63.933,0.72,90.467,6.737,2.2,9.533,2.2,9.533,0.09,1.14,0.43
Lithuania,2019,2795057.0,78562641002.0,70.597,25257.848,0.899,12.68,4536.58,62.919,0.87,89.564,7.331,2.47,10.436,2.47,10.436,0.09,1.5,0.35
Lithuania,2020,2795766.0,78545278418.0,70.294,25143.193,0.895,12.61,4510.392,62.0,2.13,88.644,7.943,2.57,11.356,2.57,11.356,0.13,1.55,0.3
Lithuania,2021,2794490.0,83242845981.0,70.149,25102.789,0.843,13.34,4773.68,61.422,1.68,87.989,8.384,2.62,12.011,2.62,12.011,0.19,1.36,0.38
Lithuania,2022,2816923.0,84814257826.0,65.066,23098.156,0.767,12.61,4476.516,55.369,1.02,85.618,9.301,3.02,14.382,3.02,14.382,0.34,1.51,0.46
Lithuania,2023,2854104.0,84814257826.0,68.571,24025.424,0.767,12.14,4253.524,55.22,0.86,81.281,12.717,4.35,18.719,4.35,18.719,0.69,2.45,0.45
Lithuania,2024,2859112.0,84814257826.0,73.366,25660.391,0.767,12.7,4441.938,55.541,1.16,76.586,16.98,6.14,23.414,6.14,23.414,1.4,3.32,0.44
Luxembourg,1990,381707.0,14057150121.0,37.151,97329.25,2.643,4.55,11920.139,36.904,0.54,99.371,0.234,0.08,0.629,0.08,0.629,0.0,0.0,0.07
Luxembourg,1991,386819.0,15215996110.0,39.929,103223.312,2.624,4.85,12538.164,39.636,0.61,99.306,0.277,0.09,0.694,0.09,0.694,0.0,0.0,0.08
Luxembourg,1992,391972.0,15437632140.0,40.043,102157.375,2.594,4.64,11837.58,39.798,0.58,99.422,0.231,0.08,0.578,0.08,0.578,0.0,0.0,0.07
Luxembourg,1993,397210.0,16036038097.0,40.569,102134.523,2.53,4.72,11882.883,40.324,0.59,99.428,0.232,0.08,0.572,0.08,0.572,0.0,0.0,0.07
Luxembourg,1994,402597.0,16598368279.0,39.01,96896.617,2.35,5.05,12543.562,38.708,0.48,99.267,0.286,0.11,0.733,0.11,0.733,0.0,0.0,0.09
Luxembourg,1995,408237.0,16769949507.0,33.935,83124.758,2.024,5.49,13448.07,33.612,0.38,99.1,0.305,0.11,0.9,0.11,0.9,0.0,0.0,0.09
Luxembourg,1996,413779.0,16910298497.0,34.899,84342.805,2.064,5.35,12929.607,34.673,0.37,99.384,0.215,0.08,0.616,0.08,0.616,0.0,0.0,0.06
Luxembourg,1997,418970.0,17813499245.0,34.159,81529.898,1.918,5.6,13366.112,33.85,0.31,99.145,0.292,0.1,0.855,0.1,0.855,0.0,0.0,0.08
Luxembourg,1998,424158.0,18821504348.0,32.988,77772.297,1.753,5.78,13626.998,32.561,0.22,98.776,0.403,0.15,1.224,0.15,1.224,0.0,0.01,0.12
Luxembourg,1999,429909.0,20355341580.0,34.86,81086.125,1.713,5.92,13770.356,34.495,0.23,99.01,0.345,0.13,0.99,0.13,0.99,0.0,0.02,0.09
Luxembourg,2000,436142.0,21937467256.0,37.204,85302.953,1.696,6.11,14009.199,36.694,0.24,98.704,0.482,0.16,1.296,0.16,1.296,0.0,0.02,0.12
Luxembourg,2001,441754.0,22387796714.0,39.867,90246.359,1.781,6.19,14012.323,39.367,0.7,98.814,0.473,0.17,1.186,0.17,1.186,0.0,0.02,0.12
Luxembourg,2002,446392.0,23160273686.0,43.582,97632.016,1.882,6.27,14045.95,43.133,2.65,99.025,0.425,0.15,0.975,0.15,0.975,0.0,0.02,0.1
Luxembourg,2003,451845.0,23454191347.0,45.704,101149.508,1.949,6.55,14496.122,45.285,2.65,99.128,0.398,0.14,0.872,0.14,0.872,0.0,0.03,0.08
Luxembourg,2004,458305.0,24195538088.0,51.78,112981.047,2.14,6.74,14706.363,51.204,3.18,98.943,0.547,0.19,1.057,0.19,1.057,0.01,0.04,0.1
Luxembourg,2005,465369.0,24872864640.0,52.553,112927.523,2.113,6.61,14203.782,51.939,3.14,98.892,0.582,0.21,1.108,0.21,1.108,0.02,0.05,0.09
Luxembourg,2006,472869.0,26045643731.0,51.627,109177.461,1.982,7.1,15014.729,50.909,3.29,98.679,0.682,0.25,1.321,0.25,1.321,0.02,0.06,0.11
Luxembourg,2007,480277.0,28135947926.0,50.126,104368.211,1.782,7.15,14887.242,48.843,2.93,97.516,1.244,0.26,2.484,0.26,2.484,0.02,0.06,0.12
Luxembourg,2008,488995.0,27660465282.0,49.761,101761.266,1.799,7.07,14458.226,48.435,2.44,97.415,1.285,0.28,2.585,0.28,2.585,0.02,0.06,0.13
Luxembourg,2009,498196.0,26344603078.0,47.593,95530.586,1.807,6.57,13187.581,46.341,2.88,97.446,1.215,0.27,2.554,0.27,2.554,0.02,0.06,0.11
Luxembourg,2010,507418.0,27526699944.0,50.116,98766.18,1.821,7.3,14386.562,48.863,2.97,97.572,1.216,0.27,2.428,0.27,2.428,0.02,0.06,0.11
Luxembourg,2011,518583.0,28143126706.0,48.821,94143.305,1.735,7.12,13729.721,47.574,2.4,97.509,1.215,0.24,2.491,0.24,2.491,0.03,0.06,0.06
Luxembourg,2012,530951.0,28607408843.0,47.953,90315.195,1.676,6.87,12939.047,46.521,2.45,97.098,1.39,0.31,2.902,0.31,2.902,0.04,0.08,0.1
Luxembourg,2013,543358.0,29514812514.0,45.692,84092.562,1.548,6.78,12477.962,44.019,1.48,96.449,1.621,0.36,3.551,0.36,3.551,0.07,0.08,0.12
Luxembourg,2014,556285.0,30289014849.0,44.274,79589.086,1.462,6.8,12223.95,42.344,1.51,95.758,1.876,0.4,4.242,0.4,4.242,0.09,0.08,0.11
Luxembourg,2015,569540.0,30976491415.0,43.034,75560.039,1.389,6.94,12185.272,40.87,0.91,95.097,2.107,0.43,4.903,0.43,4.903,0.1,0.1,0.1
Luxembourg,2016,583511.0,32518554202.0,42.459,72765.094,1.306,7.09,12150.585,40.152,0.33,94.703,2.246,0.46,5.297,0.46,5.297,0.1,0.1,0.12
Luxembourg,2017,596506.0,32946911821.0,44.355,74357.836,1.346,7.08,11869.118,41.385,0.3,93.474,2.889,0.6,6.526,0.6,6.526,0.11,0.23,0.09
Luxembourg,2018,608109.0,33348602359.0,46.431,76353.008,1.392,7.12,11708.427,43.115,0.28,93.036,3.227,0.68,6.964,0.68,6.964,0.12,0.25,0.09
Luxembourg,2019,620167.0,34122291521.0,47.288,76250.828,1.386,6.95,11206.658,43.544,0.27,92.282,3.642,0.8,7.718,0.8,7.718,0.13,0.28,0.11
Luxembourg,2020,630597.0,33850190319.0,40.541,64289.547,1.198,6.68,10593.136,36.134,0.25,89.395,4.287,0.97,10.605,0.97,10.605,0.16,0.35,0.09
Luxembourg,2021,640276.0,35577396523.0,43.215,67493.578,1.215,6.95,10854.693,38.818,0.24,90.072,4.278,0.99,9.928,0.99,9.928,0.18,0.31,0.11
Luxembourg,2022,653315.0,36128358732.0,38.822,59423.344,1.075,6.72,10286.003,34.428,0.17,88.965,4.27,1.04,11.035,1.04,11.035,0.28,0.31,0.06
Luxembourg,2023,665101.0,36128358732.0,37.698,56679.461,1.075,6.6,9923.305,32.815,0.15,87.428,4.719,1.25,12.572,1.25,12.572,0.29,0.49,0.09
Luxembourg,2024,673042.0,36128358732.0,39.742,59047.879,1.075,6.75,10029.092,33.903,0.14,85.722,5.647,1.36,14.278,1.36,14.278,0.36,0.45,0.11
Malta,1990,367913.0,4761399641.0,8.106,22033.674,1.703,1.11,3017.018,,1.11,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1991,371335.0,5017928103.0,8.54,22997.986,1.702,1.42,3824.04,,1.42,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1992,374805.0,5251067551.0,8.976,23947.59,1.709,1.49,3975.401,,1.49,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1993,378222.0,5496706096.0,9.475,25050.432,1.724,1.5,3965.925,,1.5,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1994,381467.0,5813472890.0,10.143,26590.453,1.745,1.54,4037.046,,1.54,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1995,384559.0,6198303778.0,9.842,25594.115,1.588,1.63,4238.622,,1.63,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1996,387627.0,6430283255.0,10.209,26337.684,1.588,1.66,4282.467,,1.66,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1997,390687.0,6769141339.0,10.89,27874.633,1.609,1.69,4325.713,,1.69,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1998,393782.0,7118691053.0,11.406,28964.922,1.602,1.72,4367.899,,1.72,,,0.0,,0.0,,0.0,0.0,0.0
Malta,1999,396897.0,7456060205.0,12.646,31861.633,1.696,1.85,4661.159,,1.85,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2000,399905.0,7963752394.0,18.515,46297.684,2.325,1.92,4801.14,,1.92,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2001,402788.0,8019470830.0,20.395,50635.199,2.543,1.94,4816.43,,1.94,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2002,405571.0,8259626928.0,19.9,49065.758,2.409,2.05,5054.602,,2.05,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2003,408236.0,8473515195.0,23.127,56651.102,2.729,2.24,5487.022,,2.24,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2004,410800.0,8512522890.0,24.279,59101.789,2.852,2.22,5404.09,,2.22,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2005,413324.0,8839849182.0,20.713,50114.059,2.343,2.24,5419.477,,2.24,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2006,415463.0,9004655302.0,21.168,50950.824,2.351,2.26,5439.714,,2.26,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2007,417201.0,9368888474.0,23.06,55272.398,2.461,2.3,5512.93,,2.3,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2008,418969.0,9685986656.0,23.882,57001.211,2.466,2.31,5513.534,,2.31,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2009,420800.0,9450779381.0,25.448,60474.445,2.693,2.17,5156.844,,2.17,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2010,422654.0,9788869399.0,30.377,71871.523,3.103,2.11,4992.263,,2.11,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2011,424635.0,9930574943.0,28.875,67998.922,2.908,2.17,5110.271,,2.17,,,0.0,,0.0,,0.0,0.0,0.0
Malta,2012,426616.0,10339580228.0,27.507,64478.266,2.66,2.3,5391.265,,2.27,,,0.03,,0.03,,0.02,0.0,0.0
Malta,2013,428457.0,10905471410.0,26.091,60896.258,2.393,2.26,5274.742,,2.22,,,0.04,,0.04,,0.03,0.0,0.0
Malta,2014,434494.0,11737898948.0,26.636,61302.926,2.269,2.25,5178.438,,2.17,,,0.08,,0.08,,0.07,0.0,0.0
Malta,2015,444978.0,12865695938.0,29.116,65432.043,2.263,2.35,5281.16,,1.2,,,0.1,,0.1,,0.09,0.0,0.0
Malta,2016,455276.0,13300698899.0,32.33,71012.43,2.431,2.39,5249.563,,0.72,,,0.14,,0.14,,0.13,0.0,0.0
Malta,2017,467902.0,14746505042.0,36.796,78640.641,2.495,2.51,5364.371,,1.48,,,0.17,,0.17,,0.16,0.0,0.0
Malta,2018,484560.0,15659758064.0,38.336,79115.156,2.448,2.59,5345.055,,1.77,,,0.2,,0.2,,0.19,0.0,0.0
Malta,2019,504017.0,16757308198.0,39.949,79262.109,2.384,2.71,5376.803,,1.86,,,0.21,,0.21,,0.2,0.0,0.0
Malta,2020,518212.0,15314071319.0,37.09,71572.867,2.422,2.57,4959.36,,1.9,,,0.25,,0.25,,0.24,0.0,0.0
Malta,2021,524383.0,17122043843.0,35.434,67572.727,2.069,2.73,5206.119,,1.95,,,0.27,,0.27,,0.26,0.0,0.0
Malta,2022,528194.0,18295132993.0,37.943,71835.617,2.074,2.94,5566.137,,2.0,,,0.3,,0.3,,0.29,0.0,0.0
Malta,2023,532964.0,18295132993.0,37.898,71107.688,2.074,2.97,5572.609,,2.03,,,0.32,,0.32,,0.31,0.0,0.0
Netherlands,1990,15030886.0,411390791201.0,910.735,60590.891,2.214,79.91,5316.387,898.242,66.38,98.659,2.485,0.82,0.273,4.32,1.341,0.0,0.06,0.09
Netherlands,1991,15155093.0,423942311236.0,928.063,61237.723,2.189,82.38,5435.796,915.655,68.96,98.693,2.877,0.93,0.31,4.26,1.307,0.0,0.09,0.1
Netherlands,1992,15276787.0,433663917114.0,939.117,61473.492,2.166,84.52,5532.577,925.142,71.04,98.546,3.094,1.0,0.33,4.8,1.454,0.0,0.15,0.12
Netherlands,1993,15389718.0,441708287208.0,946.966,61532.391,2.144,86.18,5599.843,932.219,70.83,98.478,3.439,1.1,0.363,5.05,1.522,0.0,0.17,0.09
Netherlands,1994,15485453.0,457377474101.0,936.809,60496.051,2.048,88.82,5735.706,921.555,73.03,98.41,3.873,1.26,0.414,5.23,1.59,0.0,0.24,0.1
Netherlands,1995,15565034.0,474451023067.0,974.962,62637.953,2.055,91.17,5857.359,959.114,74.35,98.413,4.306,1.41,0.442,5.43,1.587,0.0,0.32,0.09
Netherlands,1996,15640032.0,494206817608.0,1017.111,65032.52,2.058,94.66,6052.417,999.571,78.09,98.317,5.554,1.82,0.546,5.98,1.683,0.0,0.44,0.08
Netherlands,1997,15723621.0,518458402185.0,998.851,63525.477,1.927,97.73,6215.49,985.665,80.68,98.714,6.152,2.01,0.616,4.42,1.286,0.0,0.47,0.09
Netherlands,1998,15827109.0,545041076356.0,1005.942,63558.168,1.846,101.2,6394.092,987.822,83.26,98.245,7.069,2.32,0.703,6.13,1.755,0.0,0.64,0.11
Netherlands,1999,15940183.0,575899135456.0,993.777,62344.133,1.726,103.6,6499.298,975.016,78.82,98.16,7.646,2.51,0.77,6.34,1.84,0.01,0.64,0.09
Netherlands,2000,16058757.0,603803040978.0,1006.819,62695.977,1.667,106.97,6661.163,986.377,81.16,98.023,9.011,2.97,0.895,6.9,1.977,0.01,0.83,0.14
Netherlands,2001,16182705.0,620170874924.0,1045.557,64609.547,1.686,109.42,6761.54,1024.024,84.85,97.992,10.008,3.31,0.958,7.29,2.008,0.01,0.83,0.12
Netherlands,2002,16288060.0,624424625610.0,1046.061,64222.574,1.675,111.02,6816.036,1022.69,86.75,97.824,12.022,3.98,1.15,7.89,2.176,0.02,0.95,0.11
Netherlands,2003,16366914.0,629811489833.0,1053.076,64341.766,1.672,112.46,6871.179,1029.642,87.49,97.835,11.832,3.96,1.124,7.98,2.165,0.03,1.32,0.07
Netherlands,2004,16425562.0,646331449347.0,1088.744,66283.531,1.684,116.04,7064.599,1061.81,90.7,97.596,15.799,5.3,1.452,9.12,2.404,0.03,1.87,0.09
Netherlands,2005,16465707.0,664118269501.0,1112.242,67549.0,1.675,116.82,7094.746,1078.145,87.07,97.02,22.375,7.46,2.013,11.46,2.98,0.04,2.07,0.09
Netherlands,2006,16493851.0,691453801614.0,1089.576,66059.516,1.576,118.98,7213.598,1054.878,85.99,96.908,24.382,8.06,2.24,11.53,3.092,0.04,2.74,0.11
Netherlands,2007,16531360.0,721200009128.0,1107.524,66995.336,1.536,121.29,7336.964,1069.354,91.89,96.649,25.901,7.59,2.341,11.79,3.351,0.04,3.44,0.11
Netherlands,2008,16597259.0,737705013303.0,1094.389,65937.922,1.484,122.06,7354.226,1051.265,92.51,96.177,30.786,9.53,2.817,13.7,3.823,0.04,4.26,0.1
Netherlands,2009,16684148.0,713986817901.0,1079.291,64689.609,1.512,117.24,7027.029,1030.883,97.27,95.642,35.818,10.83,3.323,15.08,4.358,0.04,4.58,0.1
Netherlands,2010,16771232.0,728193221597.0,1170.651,69801.117,1.608,120.88,7207.58,1123.363,102.94,96.077,35.529,11.19,3.039,15.16,3.923,0.06,3.99,0.1
Netherlands,2011,16851061.0,744614396708.0,1115.092,66173.398,1.498,121.73,7223.877,1063.291,96.18,95.491,39.48,12.32,3.546,16.46,4.509,0.1,5.1,0.06
Netherlands,2012,16915191.0,736942199791.0,1095.699,64776.062,1.487,119.38,7057.562,1043.879,85.89,95.408,40.157,12.47,3.67,16.38,4.592,0.19,4.98,0.1
Netherlands,2013,16967066.0,735982982299.0,1062.885,62644.008,1.444,118.8,7001.8,1015.559,85.57,95.693,38.315,12.1,3.61,14.99,4.307,0.41,5.63,0.11
Netherlands,2014,17030085.0,746458868661.0,1016.331,59678.543,1.362,116.83,6860.212,967.208,86.36,95.323,37.048,11.65,3.651,15.74,4.677,0.73,5.8,0.11
Netherlands,2015,17107429.0,761083250759.0,1026.468,60001.301,1.349,117.74,6882.39,972.886,91.22,94.961,41.3,13.69,4.031,17.77,5.039,1.11,7.55,0.09
Netherlands,2016,17204693.0,777764090323.0,1044.043,60683.609,1.342,118.87,6909.162,988.796,95.22,94.906,43.12,14.78,4.139,18.74,5.094,1.6,8.17,0.1
Netherlands,2017,17315376.0,800404023156.0,1052.102,60761.145,1.314,119.55,6904.269,990.712,95.21,94.395,50.322,17.43,4.795,20.83,5.605,2.2,10.57,0.06
Netherlands,2018,17421285.0,819300805024.0,1026.139,58901.457,1.252,121.07,6949.545,958.304,90.71,93.641,56.339,18.88,5.505,22.39,6.359,3.71,10.55,0.07
Netherlands,2019,17537505.0,835323029559.0,1021.537,58248.688,1.223,120.91,6894.368,940.219,93.34,92.341,68.307,22.8,6.709,26.71,7.659,5.4,11.51,0.07
Netherlands,2020,17636732.0,802861622095.0,989.343,56095.609,1.232,119.3,6764.292,878.826,85.14,89.24,95.868,32.73,9.735,36.82,10.76,8.57,15.27,0.05
Netherlands,2021,17730565.0,841906706612.0,1015.026,57247.258,1.206,121.05,6827.194,884.229,76.62,87.583,115.929,40.35,11.483,44.18,12.417,11.3,18.04,0.09
Netherlands,2022,17904421.0,879609110665.0,954.098,53288.391,1.085,115.52,6452.038,800.693,67.7,84.505,136.6,47.93,14.417,52.09,15.495,16.66,21.4,0.05
Netherlands,2023,18092526.0,879609110665.0,939.9,51949.645,1.085,114.48,6327.475,766.764,59.13,82.326,154.89,57.02,16.63,61.01,17.674,19.61,29.7,0.07
Netherlands,2024,18228740.0,879609110665.0,926.465,50824.402,1.085,118.29,6489.203,742.61,56.69,80.93,166.262,62.25,18.119,65.82,19.07,21.82,33.66,0.09
Norway,1990,4241440.0,124859200464.0,492.923,116215.914,3.948,105.69,24918.424,134.018,0.25,28.442,337.179,121.35,71.558,121.35,71.558,0.0,0.0,121.14
Norway,1991,4261618.0,132697585836.0,456.607,107144.062,3.441,107.79,25293.211,130.275,0.22,29.821,306.581,110.34,70.179,110.34,70.179,0.0,0.0,110.13
Norway,1992,4286255.0,141648316012.0,478.213,111569.008,3.376,108.38,25285.477,132.494,0.21,28.974,324.795,116.9,71.026,116.9,71.026,0.0,0.0,116.67
Norway,1993,4311864.0,150177267961.0,490.582,113774.93,3.267,111.94,25960.932,137.215,0.24,29.245,331.982,119.48,70.755,119.48,70.755,0.0,0.01,119.23
Norway,1994,4336467.0,162645039026.0,475.377,109623.219,2.923,112.19,25871.291,144.362,0.4,31.703,310.988,111.92,68.297,111.92,68.297,0.0,0.01,111.64
Norway,1995,4358991.0,174592147085.0,509.372,116855.484,2.917,115.59,26517.604,149.057,0.42,30.571,338.514,121.83,69.429,121.83,69.429,0.0,0.01,121.53
Norway,1996,4381137.0,189011166346.0,467.217,106642.828,2.472,113.67,25945.318,159.104,0.52,35.468,289.477,104.17,64.532,104.17,64.532,0.0,0.01,103.86
Norway,1997,4404988.0,205129717023.0,490.0,111237.547,2.389,114.32,25952.398,164.595,0.47,34.997,305.714,110.03,65.003,110.03,65.003,0.0,0.01,109.78
Norway,1998,4431308.0,216978667712.0,509.797,115044.422,2.35,120.05,27091.324,166.77,0.44,34.101,322.272,115.98,65.899,115.98,65.899,0.0,0.01,115.7
Norway,1999,4461789.0,228192617125.0,525.608,117802.125,2.303,120.37,26977.969,165.531,0.54,32.855,338.289,121.75,67.145,121.75,67.145,0.0,0.03,121.45
Norway,2000,4490864.0,242751277829.0,583.177,129858.625,2.402,123.47,27493.596,162.899,0.41,29.207,394.84,142.11,70.793,142.11,70.793,0.0,0.03,141.82
Norway,2001,4513650.0,255455331302.0,519.16,115019.922,2.032,124.89,27669.402,164.356,0.58,33.002,333.657,120.74,66.998,120.74,66.998,0.0,0.03,120.46
Norway,2002,4538016.0,267081351259.0,543.437,119752.211,2.035,120.53,26560.064,164.79,0.54,31.676,355.445,129.7,68.324,129.7,68.324,0.0,0.08,129.37
Norway,2003,4564666.0,277856282106.0,479.93,105140.305,1.727,114.54,25092.746,172.322,0.64,37.35,289.054,106.03,62.65,106.03,62.65,0.0,0.22,105.48
Norway,2004,4591739.0,297743119876.0,486.499,105950.953,1.634,121.55,26471.453,171.14,0.71,36.587,296.621,109.39,63.413,109.39,63.413,0.0,0.25,108.78
Norway,2005,4623120.0,314940774381.0,558.437,120792.133,1.773,125.21,27083.441,167.396,0.73,31.315,367.151,136.52,68.685,136.52,68.685,0.0,0.5,135.69
Norway,2006,4660487.0,332457531096.0,511.197,109687.391,1.538,122.07,26192.541,168.454,0.82,34.338,322.121,120.4,65.662,120.4,65.662,0.0,0.64,119.37
Norway,2007,4709017.0,352692911227.0,552.72,117374.898,1.567,126.08,26774.166,170.699,1.17,32.202,359.384,134.94,67.798,134.94,67.798,0.0,0.89,133.66
Norway,2008,4768097.0,364943654963.0,559.907,117427.766,1.534,127.33,26704.574,164.42,0.84,30.683,371.452,140.35,69.317,140.35,69.317,0.0,0.91,139.04
Norway,2009,4828625.0,370113292846.0,513.943,106436.703,1.389,121.99,25263.92,159.502,4.49,32.372,333.207,126.48,67.628,126.48,67.628,0.0,0.97,125.28
Norway,2010,4889160.0,383760934305.0,497.932,101844.125,1.298,130.69,26730.564,168.981,5.18,35.371,308.765,117.96,64.629,117.96,64.629,0.0,0.87,116.74
Norway,2011,4952969.0,399420041611.0,504.038,101764.828,1.262,122.85,24803.305,166.241,4.02,34.376,317.353,121.91,65.624,121.91,65.624,0.0,1.29,120.28
Norway,2012,5018453.0,410276121127.0,560.942,111775.836,1.367,128.36,25577.604,165.486,2.59,30.798,371.847,143.59,69.202,143.59,69.202,0.0,1.54,141.72
Norway,2013,5080126.0,414445317738.0,523.236,102996.664,1.262,128.13,25221.816,166.09,2.72,33.127,335.291,130.42,66.873,130.42,66.873,0.0,1.88,128.14
Norway,2014,5137397.0,422933730082.0,541.939,105489.086,1.281,125.3,24389.783,166.609,2.94,32.086,352.653,137.94,67.914,137.94,67.914,0.0,2.22,135.47
Norway,2015,5189777.0,430788988142.0,549.27,105836.883,1.275,128.35,24731.314,170.251,2.93,32.324,356.444,140.07,67.676,140.07,67.676,0.0,2.52,137.3
Norway,2016,5235974.0,435806553454.0,557.634,106500.5,1.28,131.62,25137.633,165.224,2.88,30.954,368.554,145.15,69.046,145.15,69.046,0.0,2.11,142.81
Norway,2017,5276807.0,446543702505.0,560.158,106154.727,1.254,133.11,25225.482,166.948,2.79,31.106,369.764,145.48,68.894,145.48,68.894,0.0,2.85,142.37
Norway,2018,5311751.0,450245217440.0,551.629,103850.727,1.225,135.79,25564.074,168.588,2.89,31.868,360.424,143.05,68.132,143.05,68.132,0.0,3.87,138.98
Norway,2019,5347733.0,455304831150.0,515.945,96479.188,1.133,133.87,25033.037,164.592,2.76,33.259,330.294,131.07,66.741,131.07,66.741,0.01,5.52,125.29
